ID,X,Y,Z
1485,-9.450554,7.211524,5.853858
1486,1.661446,-9.184478,9.413856
1487,-5.930554,11.571524,2.593856
1488,4.679448,12.181522,-2.368144
1489,8.863448,-9.770478,1.369856
1490,3.747446,-3.130478,-12.332144
1491,0.845446,11.239522,6.991858
1492,-6.668554,7.433524,-8.730144
1493,11.469446,3.519522,-5.660144
1494,4.767446,8.553522,8.951856
1495,2.615446,-12.258478,-4.350144
1496,-1.978554,13.12351,-0.386144
1497,10.643446,-7.382478,-2.920144
1498,0.081446,-6.294478,11.695856
1499,-11.206554,6.505522,-2.920144
1500,0.589448,10.929524,-7.528144
1501,-5.510554,2.615522,11.801834
1502,-2.582554,-12.066478,-4.922144
1503,-12.174554,-1.502478,-5.118144
1504,-0.556552,5.311524,-12.172144
1505,9.731448,7.219522,5.465856
1506,-3.732554,5.429524,11.545856
1507,-2.014554,-11.314478,-6.692144
1508,3.811448,12.327522,3.227856
1509,-4.122554,6.565524,-10.810144
1510,-8.062554,-4.758478,9.453858
1511,-10.046554,-8.006478,-3.470144
1512,7.209446,-9.668478,5.625856
1513,2.815446,5.845522,-11.622144
1514,-13.134554,1.849522,-1.126144
1515,7.193448,11.103524,-1.506144
1516,1.363448,-11.846478,-5.950144
1517,-2.392554,5.929524,-11.694144
1518,-3.837758,1.889116,12.631852
1519,-5.830554,-3.458478,11.485858
1520,-4.460554,11.203524,-5.702144
1521,0.997446,1.141522,-13.256144
1522,2.540244,-12.799678,2.796654
1523,3.489446,7.397522,-10.546144
1524,-0.008554,-9.018478,-9.840144
1525,7.777446,-10.346478,-3.262144
1526,9.815446,-8.636478,2.727856
1527,12.399446,3.057522,-3.952144
1528,0.931446,6.533522,-11.626144
1529,3.223446,3.901522,-12.374144
1530,4.223446,-8.690478,9.239856
1531,-5.668554,11.385522,-4.120144
1532,-8.166554,3.819522,9.873858
1533,-8.574554,-7.310478,7.201856
1534,2.881446,-7.832478,10.451856
1535,-11.314554,6.057522,3.769858
1536,7.131446,-6.410478,-9.332144
1537,11.189448,-4.244478,5.989856
1538,8.923446,9.827522,-1.720144
1539,8.591446,-0.034478,10.269858
1540,-7.160554,6.713522,9.121856
1541,-10.908554,1.943522,7.537858
1542,4.677446,-10.638478,-6.674144
1543,1.841446,-11.698478,6.275856
1544,-9.500556,-5.808478,-7.472144
1545,6.519448,3.585522,-11.158144
1546,-9.558554,-7.716478,-5.386144
1547,-2.620554,-13.140478,0.715856
1548,-9.548554,-7.666478,5.491858
1549,-6.176554,-11.504478,-3.102144
1550,-8.486556,-10.28448,1.541856
1551,-0.286554,-9.104478,9.863858
1552,-2.194554,10.569522,7.985858
1553,3.49265,1.496318,12.879838
1554,-7.614554,-3.176478,10.603858
1555,6.293448,11.413522,-3.270144
1556,12.869448,3.785522,0.807856
1557,10.285446,8.373522,-2.214144
1558,-9.726554,9.111522,1.791856
1559,-13.362554,-1.506478,-0.406144
1560,0.707446,-2.791678,13.14183
1561,4.339448,0.617524,-12.722146
1562,7.407446,1.321522,11.155858
1563,1.409446,4.731522,-12.520144
1564,-8.988554,9.379522,-3.526144
1565,11.147448,-7.490478,-0.970144
1566,-6.002554,-6.764478,9.979856
1567,-13.016554,1.547522,-3.098144
1568,-1.652554,6.509524,11.675858
1569,2.353446,-10.620478,7.943858
1570,11.691446,0.253522,-6.696144
1571,13.083436,2.359522,2.207858
1572,-1.692554,-13.08648,-2.744144
1573,-3.394554,-12.592478,3.403856
1574,5.835448,-11.046478,-5.064144
1575,11.185448,6.129522,4.367856
1576,3.523448,9.987522,8.343856
1577,3.265446,10.819522,-7.354144
1578,-12.340556,0.467522,-5.414144
1579,13.281436,-2.318478,0.353858
1580,-11.056554,-7.022478,3.241856
1581,12.939424,1.035522,3.687856
1582,-12.852554,3.725522,-1.780144
1583,7.393446,-10.622478,3.843856
1584,-7.304554,1.707522,11.225856
1585,7.791446,9.919524,-4.840144
1586,8.401448,8.195522,6.693858
1587,-8.112554,-8.918478,6.099858
1588,-4.632554,2.539522,-12.436144
1589,-2.470554,-6.012478,-11.848144
1590,9.247446,-4.370478,-8.852144
1591,4.451446,-12.616478,1.997856
1592,11.255448,2.187522,-7.180144
1593,-2.436554,2.183524,-13.128146
1594,-13.006554,-0.352478,-3.710144
1595,-10.406556,-3.486478,7.913856
1596,9.093446,8.907522,4.587856
1597,-6.940554,-11.426478,2.089858
1598,1.261446,-0.886478,-13.448144
1599,11.613448,-5.504478,4.249856
1600,0.067446,9.133522,9.993856
1601,-10.788556,-4.392478,-6.904144
1602,1.961446,13.065496,2.987856
1603,-12.186554,-0.848478,5.879856
1604,9.029448,1.893522,9.941856
1605,-2.712554,-12.208478,5.251856
1606,1.885446,-11.012478,-7.698144
1607,-1.396554,11.153522,-7.600144
1608,8.805446,-6.222478,-8.246144
1609,-10.756554,-2.616478,-7.858144
1610,3.529446,-13.066478,-1.116144
1611,-11.614554,-0.994478,-6.974144
1612,7.619446,9.725522,5.667856
1613,2.179448,-9.61448,-9.366144
1614,12.371432,-4.168478,-3.820144
1615,-6.118554,-12.096478,-1.156144
1616,-8.258554,8.189522,-7.060144
1617,-12.962554,4.157522,0.177856
1618,-7.964554,2.597522,-10.740144
1619,-9.872554,1.747522,9.229856
1620,3.887448,-6.368478,11.403856
1621,-5.420554,10.195522,-7.240144
1622,5.372244,-1.142478,12.48384
1623,9.311448,2.007522,-9.762144
1624,-4.644554,-12.594478,-2.418144
1625,11.525446,6.923522,2.321856
1626,-12.642556,3.479522,3.773858
1627,6.165448,12.173522,-0.140144
1628,-12.752554,-3.604478,3.263856
1629,-1.278146,4.337116,12.879838
1630,11.461446,-6.870478,2.787858
1631,8.121446,-9.708478,-5.132144
1632,-4.884554,-5.220478,11.637858
1633,-5.702554,5.885522,10.929858
1634,8.981448,-3.302478,9.749856
1635,1.311448,12.789522,-4.620144
1636,6.709446,8.231524,8.597856
1637,-12.942554,-4.166478,1.357856
1638,-7.816556,-10.586478,3.679858
1639,4.313446,-10.228478,7.967858
1640,-2.440554,13.229498,2.417856
1641,-5.278554,-12.29848,2.777856
1642,12.377444,5.725522,0.939856
1643,-6.530554,-8.236478,8.739856
1644,-8.676554,6.627524,-8.232144
1645,-3.384554,8.761522,9.949858
1646,-3.866554,-10.48248,7.901858
1647,-2.132554,-3.924478,12.935836
1648,-0.944554,-10.460478,-8.780144
1649,6.701446,10.013524,-6.516144
1650,-11.804554,4.689522,5.129856
1651,-2.680554,-8.116478,10.707858
1652,0.705852,4.13193,13.057846
1653,-9.130554,-1.312478,10.163856
1654,6.393446,1.649522,-12.038146
1655,10.351446,2.625522,8.629856
1656,6.019042,3.873928,11.723832
1657,12.025424,5.021522,-4.352144
1658,8.667446,6.599524,-8.374144
1659,12.963442,-1.822478,4.177856
1660,-13.054554,0.053522,4.289856
1661,-9.426554,3.191522,-9.480144
1662,-0.236554,3.649522,-13.250144
1663,5.171446,-9.440478,-8.554144
1664,-9.660554,-2.342478,-9.502144
1665,-13.398554,-1.866478,-2.470144
1666,3.255446,-1.438478,-13.284144
1667,0.097446,-12.518478,5.697856
1668,-0.542554,-6.468478,-12.132144
1669,3.049446,13.417516,0.087856
1670,-0.920554,7.291522,-11.636144
1671,-6.698554,4.015522,-11.336144
1672,-10.094554,6.411522,-6.838144
1673,13.385438,3.109522,-1.004142
1674,11.589448,-4.796478,-5.706144
1675,-12.088554,-5.406478,3.837856
1676,-8.282554,-7.186478,-8.358144
1677,-9.344554,-3.232478,9.609858
1678,6.389446,-12.142478,1.379856
1679,5.877448,11.331522,-5.222144
1680,3.073446,-13.426478,0.795856
1681,-11.440554,-1.710478,7.521856
1682,2.497446,-5.388478,12.45784
1683,4.244244,5.142724,12.083848
1684,10.673446,1.013524,-8.692144
1685,4.415448,8.889522,-9.592144
1686,-0.940554,-4.654478,-12.962144
1687,0.549446,13.06751,4.417856
1688,5.97104,0.765928,12.427842
1689,12.489442,-3.732478,4.559856
1690,8.095448,10.503522,3.853858
1691,-6.836554,10.285522,6.179858
1692,-1.796554,-7.790478,-11.262144
1693,-12.310554,2.855522,-5.574144
1694,-4.340554,-7.050478,11.055856
1695,13.801424,-0.466478,-0.318144
1696,10.147448,-2.464478,-9.046144
1697,12.70743,-5.398478,-0.534144
1698,-6.744554,-5.150478,10.903856
1699,11.681446,7.263524,-1.310144
1700,1.662242,1.119116,13.675858
1701,8.177446,-1.938478,10.973856
1702,5.809446,-10.608478,6.695856
1703,2.075448,9.567522,9.761856
1704,6.549446,-2.641682,11.895828
1705,-8.088554,-10.752478,-3.256144
1706,-13.630554,2.313522,0.751856
1707,4.011446,-12.894478,-3.058144
1708,5.253446,-7.446478,10.427856
1709,8.257446,-1.450478,-11.024146
1710,11.873446,2.813522,6.551856
1711,5.799446,12.139522,3.291856
1712,-1.408554,12.917516,4.797858
1713,7.465446,6.595522,9.625856
1714,12.73343,-4.676478,2.809856
1715,-5.866554,-12.526478,0.791856
1716,7.973446,-11.328478,0.465856
1717,0.963446,13.765508,1.407856
1718,13.387422,-2.696478,2.431856
1719,1.561448,-7.096478,-11.820144
1720,9.301446,-10.168478,-1.646142
1721,-8.246554,-2.338478,-10.918144
1722,3.173446,2.107522,-13.358144
1723,-5.706554,9.911522,7.883856
1724,-4.408554,-11.564478,6.311858
1725,9.655448,9.589524,2.809856
1726,-3.37096,3.935522,12.895828
1727,-5.782554,12.615522,0.877858
1728,0.989446,-5.286478,-12.826146
1729,-4.784554,12.449522,3.975856
1730,2.401042,6.713522,11.953842
1731,-3.286554,12.445522,5.301856
1732,-11.086554,6.857522,-4.888144
1733,-8.926554,0.623522,10.673856
1734,-10.778554,-0.838478,-8.782144
1735,10.397448,-5.464478,7.493856
1736,10.775446,-4.548478,-7.572144
1737,4.263446,6.979522,11.281856
1738,11.90143,-6.114478,-3.906144
1739,10.431446,3.247522,-8.664144
1740,-0.214554,13.509496,-3.450144
1741,-10.576554,9.095522,-0.016144
1742,-11.756554,-7.380478,1.403856
1743,7.905448,5.579524,-10.052146
1744,11.615446,-7.676478,0.963856
1745,-5.190554,8.117524,-10.098144
1746,-13.222556,-3.864478,-2.248144
1747,13.371432,-3.232478,-2.368144
1748,4.659446,-11.986478,5.441856
1749,-7.520554,9.907522,-6.348144
1750,-13.682554,1.323522,2.477856
1751,-5.074554,12.777524,-2.474144
1752,6.111446,10.803522,6.413856
1753,7.987446,3.223522,11.003856
1754,4.89104,-4.820878,12.17183
1755,-12.514554,6.219522,0.363858
1756,-7.734554,11.621522,-0.778142
1757,0.561448,8.517522,-11.076144
1758,-6.244554,-11.70448,4.431856
1759,1.265446,13.767522,-2.124144
1760,4.501852,-2.992878,12.907852
1761,-2.406554,0.137522,-13.786144
1762,-1.330554,9.001522,-10.634144
1763,6.077446,-8.070478,-9.690144
1764,-9.824554,8.113524,-5.800144
1765,-7.988554,-11.41648,-1.364144
1766,-3.910552,4.815524,-12.552146
1767,-10.862554,-6.386478,-6.108144
1768,8.493446,9.045522,-6.498144
1769,2.255446,-12.98248,4.767856
1770,-3.020554,-3.770478,-13.156146
1771,-12.336554,-3.628478,-5.578144
1772,13.507418,-1.520478,-3.426144
1773,9.347446,0.129522,-10.448144
1774,3.755042,3.47432,13.053848
1775,-6.640554,-2.780478,-12.032144
1776,4.555446,12.541522,-4.330142
1777,5.927446,5.867524,11.279858
1778,6.977448,12.055522,1.681856
1779,-0.31496,-4.706478,13.215836
1780,-9.476554,-10.18048,-1.876144
1781,-4.824554,-2.960478,-12.854146
1782,-10.440554,-6.466478,6.821858
1783,-7.714554,6.245524,-9.946144
1784,10.507446,-3.764478,8.547858
1785,-0.430554,-0.010478,-14.052146
1786,-6.904554,-1.886478,12.103836
1787,-13.696554,-2.036478,2.463856
1788,-4.424554,-13.352478,-0.296144
1789,-7.942554,10.729522,4.455856
1790,7.299446,-3.518478,-11.508144
1791,12.933444,-0.362478,5.547858
1792,-2.036554,-11.074478,8.451856
1793,-2.170554,4.159524,-13.276144
1794,-3.606554,7.423522,11.409856
1795,8.061448,-5.002478,-10.420146
1796,11.059446,-7.374478,4.685856
1797,4.797448,6.063522,-11.786144
1798,1.16904,-1.041276,14.011856
1799,-3.938554,-1.236476,-13.484144
1800,6.981448,7.825524,-9.434144
1801,5.889446,7.623522,10.317858
1802,-1.898554,-9.516478,-10.260144
1803,-8.404554,-9.002478,-6.942144
1804,6.273448,-8.784478,9.131856
1805,-10.898554,8.477522,-3.052144
1806,14.021426,-0.950478,1.601856
1807,5.183446,12.093524,5.191856
1808,9.881446,-1.534478,10.007856
1809,-1.334554,12.629522,-6.240144
1810,0.030242,7.629928,11.92183
1811,-6.972554,-7.404478,-9.852144
1812,12.583436,-2.292478,6.083856
1813,9.579446,10.425522,0.451856
1814,-4.426554,13.277502,2.189856
1815,-4.204554,-12.080478,-6.092144
1816,5.517446,-12.936478,-1.740142
1817,8.987446,-3.234478,-10.470144
1818,-0.126554,-10.93048,9.031856
1819,1.771446,-7.310478,12.025834
1820,12.745424,-6.074478,1.379856
1821,5.17465,-13.209278,0.216262
1822,4.403446,-12.436478,-5.238144
1823,-7.134554,3.875522,11.643856
1824,-9.436554,10.581522,-0.740142
1825,13.745424,2.065524,-2.894144
1826,0.541446,-3.552478,-13.736146
1827,-12.868556,-5.986478,0.511856
1828,-11.054554,2.473522,-8.568144
1829,-0.292554,14.1995,-0.250142
1830,-11.752554,-7.968478,-0.512144
1831,-12.586554,-4.046478,5.209856
1832,6.293448,-5.964478,11.263856
1833,-11.616554,5.197524,-6.368144
1834,-1.740554,8.667522,11.153856
1835,-1.264146,1.443116,14.103836
1836,-3.218554,-5.592478,12.68785
1837,10.489446,-6.480478,-7.118144
1838,6.815446,-1.780478,-12.374144
1839,2.611446,-8.600478,-11.044144
1840,-12.144554,-5.754478,-4.710144
1841,-7.946554,-10.446478,-5.526144
1842,-5.260554,4.491522,12.451828
1843,-6.950554,9.345522,-8.202144
1844,5.471446,7.619522,-10.726144
1845,12.657442,-1.642478,-6.336144
1846,11.445446,6.749524,-5.152144
1847,-12.644554,3.019522,5.839858
1848,11.691446,7.463522,-3.292144
1849,0.645446,12.657522,-6.528144
1850,14.107424,2.021522,0.507856
1851,-11.252554,6.367524,6.059856
1852,-8.934556,-4.124478,-10.350144
1853,1.099448,-14.206478,1.023858
1854,3.027446,-5.992478,-12.610144
1855,7.881446,-9.286478,7.469856
1856,8.163446,-5.498478,10.359858
1857,2.53065,5.09432,13.109848
1858,-11.808554,0.697524,-8.020144
1859,13.119448,2.733522,4.981858
1860,5.817446,10.111522,8.267856
1861,12.565432,4.767522,4.893856
1862,5.239446,11.251522,-7.110144
1863,-0.408554,12.725522,6.519858
1864,-0.302554,10.845522,-9.322144
1865,-1.042552,-7.964478,11.841842
1866,-7.684556,5.597522,10.695856
1867,13.339418,4.097522,3.171856
1868,-2.098554,-9.928478,10.091856
1869,-7.540554,-10.782478,5.637858
1870,-12.290554,0.521522,7.339858
1871,-0.044554,-14.314478,-0.614144
1872,-8.134554,0.885522,-11.762144
1873,-10.992554,7.867524,4.757856
1874,-10.766554,4.439522,-8.352144
1875,-1.380554,-2.934478,-13.962144
1876,-9.582554,9.165524,5.443858
1877,-2.182554,-13.94048,2.555856
1878,-1.413352,-0.544884,14.265854
1879,9.813446,7.673522,-7.128144
1880,-5.164554,-7.920478,-10.804144
1881,13.413424,5.081522,-0.642144
1882,-4.166554,-5.336478,-12.662144
1883,3.351446,-12.134478,-6.916144
1884,-2.298554,12.313522,7.033858
1885,9.495448,-8.344478,-6.826144
1886,-3.396554,-13.450478,-3.736144
1887,-12.914554,5.477522,-3.102144
1888,11.043448,-0.090476,9.201856
1889,12.093446,7.753522,0.587856
1890,11.259448,6.289522,6.359858
1891,1.751852,8.541116,11.437856
1892,-9.694554,-10.152478,3.131856
1893,1.467446,2.943522,-14.002144
1894,8.747446,11.225522,2.085856
1895,12.581422,-6.656478,-2.108142
1896,8.749446,10.909524,-3.392144
1897,3.643446,-11.940478,7.161858
1898,9.297448,-10.524478,3.167856
1899,2.461446,-4.148478,-13.568144
1900,1.291446,11.215522,8.939858
1901,-10.630554,-8.754478,4.211856
1902,-4.288554,-13.648478,1.691856
1903,4.885446,13.527502,-0.916144
1904,-12.462554,6.853524,2.331856
1905,12.257418,-0.098478,7.587856
1906,-3.246554,12.839524,-5.698144
1907,-5.664554,7.889522,10.655858
1908,-6.112554,-11.484478,-6.216144
1909,3.503446,12.541522,6.191856
1910,8.091446,0.603524,-11.926144
1911,-4.894554,13.555518,-0.646144
1912,-3.358962,0.54032,14.019852
1913,-0.944554,14.3075,1.633856
1914,3.491446,13.861516,1.983856
1915,7.961446,-9.48248,-7.416144
1916,-0.828554,-12.330478,7.461856
1917,0.051446,-8.412478,-11.740144
1918,-5.268956,0.74232,13.431838
1919,-9.434556,5.293522,-9.576144
1920,9.613448,6.159524,8.861856
1921,4.571448,-8.202478,-10.988144
1922,-0.486554,1.971524,-14.312146
1923,4.573446,11.475522,7.507856
1924,-3.338554,13.941504,-1.886144
1925,-10.618556,-0.024476,9.815856
1926,4.233446,-13.250478,3.955856
1927,-10.348554,-4.724478,-8.930144
1928,0.84304,6.16232,13.071854
1929,-3.728554,13.467504,-3.788144
1930,-4.945354,-1.291682,13.54985
1931,-7.242554,-10.064478,7.485858
1932,-12.088554,-7.236478,-3.360144
1933,11.765444,5.243522,-6.630144
1934,8.129446,-8.078478,-8.866144
1935,1.567446,13.033514,6.135856
1936,-1.988554,-14.306478,-1.170144
1937,13.929446,0.381524,-3.984144
1938,6.193448,-0.038476,-13.108144
1939,-4.238554,10.443524,9.129856
1940,3.271446,10.599524,-9.346144
1941,-0.210554,-14.282478,2.529856
1942,6.903446,9.557522,-8.454144
1943,2.955446,0.301524,-14.206144
1944,-12.708556,6.825524,-1.596144
1945,-5.508554,-12.596478,-4.664144
1946,-6.992554,0.021522,12.723832
1947,5.163446,4.267522,-12.882144
1948,-8.560554,-6.114478,-10.022144
1949,9.049446,-6.800478,9.111856
1950,5.259448,13.505498,1.053856
1951,-7.438554,-5.158478,-11.370144
1952,8.217448,2.679522,-11.684144
1953,-10.882556,-1.964478,9.431856
1954,12.98343,6.125522,-2.304144
1955,-5.922554,-1.330478,-13.212144
1956,-11.146554,-9.054478,2.303856
1957,10.783448,8.589524,-4.688144
1958,-6.604554,2.337522,-12.766144
1959,1.457448,10.329524,-10.162144
1960,-3.880554,-9.818478,-10.032144
1961,3.239446,-10.360478,9.715856
1962,-9.028554,11.385522,1.047858
1963,6.645446,-11.874478,5.215856
1964,-3.592554,11.813522,-7.740144
1965,0.837446,-11.08648,-9.434144
1966,-7.884554,11.965522,2.707858
1967,-9.916554,-7.764478,-7.356144
1968,-11.076954,4.78232,8.199856
1969,8.683446,7.909524,8.651858
1970,7.437446,-7.354478,10.169858
1971,14.487428,1.153522,-1.276144
1972,11.703448,-6.172478,6.153856
1973,-13.786554,1.949522,4.369856
1974,2.277446,7.943524,-12.032144
1975,-9.170556,2.569522,11.061858
1976,6.491448,12.923498,-1.978144
1977,-4.724554,-12.93048,4.873858
1978,0.535446,-13.932478,4.357856
1979,4.027446,-1.367276,13.975846
1980,11.443448,-2.024478,8.857856
1981,-13.892556,-4.516478,-0.384144
1982,-0.818554,11.979522,8.331858
1983,-5.470554,-10.648478,-8.384144
1984,-3.106554,14.26151,0.821856
1985,-9.472554,10.755524,2.893856
1986,13.939424,-4.232478,1.279856
1987,-8.212554,11.309522,-4.326144
1988,-1.624554,-13.788478,-4.616144
1989,-5.128554,0.893522,-13.678144
1990,11.133448,-0.778478,-9.472144
1991,-13.564554,5.231522,1.747856
1992,8.969446,5.065524,10.407856
1993,-14.578554,-0.902478,1.061858
1994,-12.240554,-3.690478,7.143856
1995,2.627448,12.659524,-6.880144
1996,1.101446,-12.176478,8.065856
1997,8.145446,-11.946478,2.357856
1998,6.099448,-4.926478,-12.380144
1999,0.685446,-8.934478,11.597856
2000,-8.316556,-12.058478,0.499858
2001,-4.254554,11.793524,7.599858
2002,5.827446,-12.87848,-3.892144
2003,5.573446,-3.180478,-13.186144
2004,-6.126554,-9.226478,-9.612144
2005,-14.364556,-2.888478,0.775856
2006,-2.866554,-12.440478,7.233856
2007,-2.660552,5.777116,13.227828
2008,11.863436,-2.960478,-8.120144
2009,0.441446,-13.590478,-5.532144
2010,3.061448,13.6135,4.571858
2011,-5.392554,9.951522,-9.354146
2012,-11.716554,8.659524,1.837856
2013,-4.080554,-10.094478,9.855856
2014,7.170244,-12.802078,-0.622142
2015,-6.830554,11.681522,-5.720144
2016,-2.702554,8.141524,-11.932144
2017,-5.694554,-10.380478,8.711856
2018,14.265444,-0.460478,3.521856
2019,-2.428554,10.529522,9.977858
2020,11.041446,-9.616478,1.479856
2021,-10.936554,0.881524,-9.808144
2022,14.139436,-4.022478,-0.698144
2023,-1.308554,-14.632478,0.901856
2024,4.015446,-9.922478,-10.104146
2025,-1.820554,13.833502,-4.702144
2026,1.785446,-14.05848,-3.998144
2027,11.087446,-9.650478,-0.876144
2028,4.357446,8.939522,10.863858
2029,-14.140554,3.309522,2.457858
2030,11.177446,-8.074478,-5.190144
2031,4.067446,-11.268478,-8.578144
2032,-13.200554,5.403522,3.701856
2033,6.937446,-6.406478,-11.316144
2034,-10.812554,9.395524,3.469856
2035,14.555422,0.953522,2.133856
2036,-6.020554,-4.568478,-12.658144
2037,14.543428,-2.114478,-1.186144
2038,9.899446,-10.928478,0.107856
2039,5.32465,2.33232,13.551834
2040,1.527854,-4.398878,13.995834
2041,-3.556554,10.743522,-9.462144
2042,-9.406554,10.013524,-5.376144
2043,-10.206554,-9.980478,-3.728144
2044,10.445446,-9.41648,4.465856
2045,11.793428,4.475522,7.663856
2046,-1.221756,-6.494878,13.199844
2047,13.509432,0.607524,-5.928144
2048,-10.042554,-5.098478,9.561858
2049,11.099448,-9.332478,-2.848144
2050,13.663424,-2.982478,-4.782144
2051,-9.932554,4.801524,9.839858
2052,2.393446,-2.58168,14.357834
2053,10.089448,-9.698478,-4.766144
2054,6.647446,5.373522,-12.066144
2055,9.711446,-9.042478,6.531856
2056,4.957448,-6.572478,-12.292144
2057,-5.814554,-6.452478,-11.978144
2058,7.515446,-11.946478,-4.442144
2059,-13.224554,4.541522,-4.844144
2060,7.133852,2.526726,12.721848
2061,5.323446,2.149522,-13.646144
2062,-13.508554,-4.412478,-4.154144
2063,3.077446,9.453524,-10.974144
2064,3.619446,13.973516,-3.306144
2065,9.237446,4.265522,-10.760144
2066,-11.060554,-9.826478,-0.702144
2067,12.157442,1.835522,8.265856
2068,-9.422554,11.121522,-2.658144
2069,-12.354556,8.183524,0.009858
2070,1.955446,11.907522,-8.608144
2071,-5.496554,12.465522,5.845856
2072,-13.148554,-6.394478,2.449856
2073,11.583446,9.019524,2.069856
2074,-8.324554,8.335524,9.001856
2075,-2.951758,2.498726,14.315842
2076,1.999446,-2.424478,-14.496146
2077,-6.620554,9.239522,9.533858
2078,11.477448,8.081522,4.801856
2079,-5.464554,6.303522,-12.268144
2080,11.357446,9.551524,0.151856
2081,-12.332554,3.587522,-7.438144
2082,-5.712554,4.113522,-13.070144
2083,7.296244,-0.636884,12.917832
2084,4.81504,0.459522,14.03984
2085,10.653446,4.511522,9.313856
2086,-7.704554,9.911522,7.945856
2087,-3.658554,-11.390478,-8.814144
2088,13.087434,2.645524,-6.528144
2089,13.237428,1.365522,6.619856
2090,8.999446,-10.528478,5.399856
2091,-12.206554,-5.668478,6.315856
2092,0.097446,-1.848478,-14.752144
2093,2.763446,12.215522,8.015856
2094,-13.398554,-5.838478,-2.762144
2095,5.251446,10.611522,-9.008144
2096,1.607446,14.785498,-0.436144
2097,8.47904,-3.826078,11.613452
2098,13.209444,6.129522,3.061858
2099,2.194648,3.519928,14.297836
2100,10.831448,6.241522,-8.086144
2101,-7.310554,-10.510478,-7.602144
2102,-9.416554,-10.344478,5.103858
2103,0.941852,-6.233678,13.491836
2104,-9.794554,-9.686478,-5.666144
2105,-8.684556,-0.868476,12.071854
2106,0.471446,-12.912478,-7.420144
2107,-9.414554,8.857522,7.421856
2108,-12.156556,-7.094478,4.915858
2109,8.695446,8.681522,-8.448144
2110,3.029446,13.647498,-5.192144
2111,-11.388554,-5.236478,8.079856
2112,-8.592554,-8.276478,8.949858
2113,4.377448,-4.762478,-13.440144
2114,-9.704554,-0.270478,-11.324144
2115,6.283448,-11.028478,-7.836144
2116,-1.396554,-13.330478,-6.548144
2117,10.365446,7.541522,7.637858
2118,-14.870554,1.201522,-0.368142
2119,-1.864554,-2.783678,14.547836
2120,-5.168554,13.02152,-5.158144
2121,-3.952154,-2.994878,14.081832
2122,10.685448,-7.462478,7.291856
2123,9.065446,11.793524,-1.352144
2124,-14.614556,-2.848478,-1.210144
2125,7.559446,-11.234478,-6.310144
2126,-8.854554,-6.626478,10.047858
2127,-13.924554,5.297522,-1.156144
2128,-13.888554,-2.578478,-4.878144
2129,-13.410554,-2.408478,6.149856
2130,-8.670554,4.367524,-11.368144
2131,-5.084554,2.98593,13.741836
2132,-6.838554,1.967522,13.15184
2133,10.179448,8.997522,6.259858
2134,0.463446,14.617498,3.145856
2135,-3.528554,14.005498,3.901858
2136,3.715446,5.549522,-13.390144
2137,2.415448,-13.554478,-5.860144
2138,10.567448,10.107522,-3.184144
2139,1.941446,6.483522,-13.350144
2140,-1.244554,-12.390478,-8.306144
2141,-0.468554,11.061524,10.075858
2142,-13.194556,-2.212478,-6.718144
2143,6.836648,-4.517278,12.52983
2144,-14.094554,2.871522,-4.156144
2145,-3.860554,3.417522,-14.060144
2146,3.519854,-4.446078,13.873856
2147,7.499446,-12.71848,-2.586144
2148,-7.462554,-12.210478,-4.462142
2149,-1.732554,6.081522,-13.592144
2150,7.737446,11.919524,-4.786144
2151,-14.782554,0.347522,-2.504144
2152,-3.850554,-14.370478,-1.920144
2153,12.337434,-3.618478,7.731858
2154,-11.056554,9.993522,-1.762144
2155,-7.984554,-9.082478,-8.890144
2156,-13.262554,1.469522,-6.872144
2157,-11.866554,-8.904478,-2.280144
2158,-5.802554,-9.204478,10.339858
2159,-0.99296,3.361522,14.599838
2160,-6.744554,12.721524,4.263856
2161,-10.456554,-10.692478,1.355856
2162,-9.440554,6.757522,9.531856
2163,1.727446,-14.644478,2.873856
2164,-3.14896,-7.592478,12.575852
2165,9.755448,10.277524,-5.000144
2166,-14.628556,3.387522,-0.614144
2167,0.22904,0.399116,15.025834
2168,13.129426,-7.320478,-0.300144
2169,13.021426,-3.588478,-6.606144
2170,-10.622554,7.087522,7.937856
2171,12.213442,3.785522,-7.912144
2172,7.678244,4.977116,11.933854
2173,1.221446,-14.834478,-2.144144
2174,-13.952554,-0.702478,-5.568144
2175,12.629426,-0.774478,-8.136144
2176,-3.514554,-8.682478,-11.776144
2177,-7.508554,-4.060478,12.39183
2178,0.323446,5.505522,-14.012144
2179,-14.712554,-0.228478,3.209856
2180,-1.742554,14.681494,-2.900144
2181,-14.362554,0.917522,-4.470144
2182,1.045446,-10.634478,10.627858
2183,3.667446,-14.414478,2.435856
2184,-7.026554,0.329522,-13.334144
2185,-8.232554,-1.072478,-12.588144
2186,10.081854,-5.048076,10.016654
2187,14.111422,2.185522,-4.856144
2188,2.573446,-14.854478,-0.536144
2189,2.727852,-0.115274,14.839828
2190,-11.934556,1.325522,9.137858
2191,-14.722556,2.341522,-2.336144
2192,13.939424,4.709522,-3.358144
2193,-8.006554,12.539522,-2.536144
2194,-7.754554,12.927496,0.743856
2195,4.543446,12.945502,-6.294144
2196,-9.888554,2.261522,-11.178144
2197,13.567446,4.073522,-5.220144
2198,-9.304554,-2.714478,11.575858
2199,-0.094554,-14.650478,-3.652144
2200,-8.574554,8.535522,-9.036144
2201,-3.654554,6.743522,-13.010146
